IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,Grain_Size,PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),Hardness,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),Yield_Strength,Tensile_Strength,PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm)
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,600.0,470.0,561.0,11.0,,,185.0,,,
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,700.0,461.0,560.0,9.0,,,185.0,,,
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,800.0,445.0,536.0,6.0,,,185.0,,,
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,900.0,219.0,312.0,8.0,,,185.0,,,
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,23.0,627.0,1197.0,27.0,,,185.0,,,
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,600.0,594.0,1006.0,12.0,,,185.0,,,
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,700.0,547.0,840.0,17.0,,,185.0,,,
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,800.0,399.0,575.0,20.0,,,185.0,,,
220,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,FCC,ANNEAL,FCC,20.0,,7.4,476.0,T,900.0,243.0,319.0,34.0,,,185.0,,,
221,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,FCC,WROUGHT,FCC,8.7,,7.9,476.0,T,25.0,401.0,717.0,49.0,,,208.0,,,
221,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,FCC,WROUGHT,FCC,10.4,,7.9,476.0,T,25.0,350.0,690.0,50.0,,,208.0,,,
221,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,FCC,WROUGHT,FCC,11.2,,7.9,476.0,T,25.0,312.0,660.0,51.0,,,208.0,,,
221,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,FCC,WROUGHT,FCC,48.2,,7.9,476.0,T,25.0,240.0,610.0,53.0,,,208.0,,,
221,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,FCC,WROUGHT,FCC,82.7,,7.9,476.0,T,25.0,210.0,593.0,52.0,,,208.0,,,
223,Co1 Cr1 Fe1 Mn1 Ni1,Other,POWDER,other,20.0,7.5,8.0,410.9,T,25.0,822.0,1004.0,,,184.0,,,,
224,Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC+B2,CAST,other,80.67,,5.9,581.7,C,25.0,1241.0,1004.0,9.98,,,,,,
224,Al1 Co0.556 Cr0.556 Fe0.556 Ni0.556 Ti0.111,BCC+B2,CAST,other,66.93,,5.9,605.5,C,25.0,1324.0,1004.0,10.02,,,,,,
224,Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti0.333,BCC+B2,CAST,other,56.27,,6.1,641.7,C,25.0,1566.0,1004.0,11.85,,,,,,
224,Al1 Co0.833 Cr0.833 Fe0.833 Ni0.833 Ti0.667,BCC+B2,CAST,other,49.95,,6.2,639.6,C,25.0,1503.0,1004.0,7.73,,,,,,
224,Al1 Co1 Cr1 Fe1 Ni1 Ti1,BCC+B2+Laves,CAST,other,30.49,,6.2,703.0,C,25.0,1448.0,1004.0,6.18,,,,,,
224,Al0.667 Co0.833 Cr0.833 Fe0.833 Ni0.833 Ti1,BCC+B2+Laves,CAST,other,22.03,,6.3,856.9,C,25.0,1272.0,1004.0,3.15,,,,,,
226,Al1 Co1 Cr1 Fe1 Ni1,,,other,20.0,,6.7,476.0,C,25.0,1300.0,1004.0,24.2,,,,,,
226,Al0.8 Co1 Cr1 Fe1 Ni1 Ti0.2,,,other,20.0,,6.8,476.0,C,25.0,968.0,1004.0,30.1,,,,,,
226,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,,,other,20.0,,6.9,476.0,C,25.0,1100.0,1004.0,27.5,,,,,,
225,Al1 Co1 Cu1 Fe1 Ni1,,,other,20.0,,7.0,476.0,C,25.0,1060.0,1004.0,19.1,,,,,,
225,Al1 Co1 Cr1 Cu1 Fe1 Ni1,,,other,20.0,,7.1,476.0,C,25.0,1285.0,1004.0,24.6,,,,,,
225,Al1 Co1 Cu1 Fe1 Ni1 Ti1,,,other,20.0,,6.5,476.0,C,25.0,1612.0,1004.0,12.8,,,,,,
225,Al1 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,,,other,20.0,,6.6,476.0,C,25.0,1523.0,1004.0,8.1,,,,,,
227,Al1 Cr1 Fe1 Ni1,,,other,20.0,,6.3,476.0,C,25.0,1271.0,1004.0,14.0,,,,,,
227,Al1 Co0.25 Cr1 Fe1 Ni1,,,other,20.0,,6.4,476.0,C,25.0,1363.0,1004.0,19.0,,,,,,
227,Al1 Co0.5 Cr1 Fe1 Ni1,,,other,20.0,,6.5,476.0,C,25.0,1349.0,1004.0,20.0,,,,,,
227,Al1 Co0.75 Cr1 Fe1 Ni1,,,other,20.0,,6.6,476.0,C,25.0,1331.0,1004.0,20.0,,,,,,
227,Al1 Co1 Cr1 Fe1 Ni1,,,other,20.0,,6.7,476.0,C,25.0,1313.0,1004.0,19.0,,,,,,
228,Co1 Cr1 Fe1 Mn1,,,other,20.0,,7.8,476.0,C,25.0,338.0,1004.0,4.3,,,,,,
229,Al1 Co1 Cr1 Fe1 Ni1,FCC+BCC,POWDER,other,20.0,,6.7,476.0,,,822.0,1004.0,,,,,,,
230,Hf1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,CAST,other,29.4,,11.2,476.0,C,25.0,1550.0,1004.0,26.3,,,,,,
230,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,CAST,other,31.7,,11.1,476.0,C,25.0,1637.0,1004.0,15.5,,,,,,
230,Hf1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,CAST,other,20.0,,11.2,476.0,C,800.0,577.0,1004.0,35.0,,,,,,
230,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,CAST,other,20.0,,11.1,476.0,C,800.0,1065.0,1004.0,35.0,,,,,,
230,Hf1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,CAST,other,20.0,,11.2,476.0,C,1000.0,409.0,1004.0,35.0,,,,,,
230,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,CAST,other,20.0,,11.1,476.0,C,1000.0,736.0,1004.0,35.0,,,,,,
230,Hf1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,CAST,other,20.0,,11.2,476.0,C,1200.0,345.0,1004.0,35.0,,,,,,
230,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,BCC+Laves,CAST,other,20.0,,11.1,476.0,C,1200.0,703.0,1004.0,35.0,,,,,,
231,Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,,6.5,372.0,C,25.0,1223.0,1004.0,48.0,,,94.0,,,
231,Hf1 Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,,8.4,351.0,C,25.0,1000.0,1004.0,52.0,,,89.0,,,
231,Nb1 Ti1 Zr1,BCC,ANNEAL,BCC,300.0,,6.5,476.0,,,822.0,1004.0,,,,94.0,,,
231,Hf1 Nb1 Ti1 Zr1,BCC,ANNEAL,BCC,50.0,,8.4,476.0,,,822.0,1004.0,,,,89.0,,,
231,Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,,6.5,476.0,C,800.0,462.0,1004.0,51.0,,,94.0,,,
231,Hf1 Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,,8.4,476.0,C,800.0,303.0,1004.0,51.0,,,89.0,,,
231,Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,,6.5,476.0,C,1000.0,218.0,1004.0,51.0,,,94.0,,,
231,Hf1 Nb1 Ti1 Zr1,BCC,CAST,BCC,20.0,,8.4,476.0,C,1000.0,154.0,1004.0,51.0,,,89.0,,,
232,Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,20.0,,8.2,168.9,C,25.0,163.0,1004.0,80.0,,,226.0,,,
232,Co1 Cr1 Fe1 Ni1 W0.2,FCC,CAST,FCC,20.0,,8.9,244.0,C,25.0,335.0,1004.0,52.0,,,238.0,,,
232,Co1 Cr1 Fe1 Ni1 W0.5,FCC+Sec.,CAST,other,20.0,,9.8,357.9,C,25.0,556.0,1004.0,35.6,,,,,,
233,Cr1 Fe1 Mo1 Nb1 V1,BCC+Laves,CAST,other,20.0,,8.1,826.0,C,25.0,2663.0,1004.0,2.7,,,,,,
233,Cr1 Fe1 Mo1 Nb1 Ti1,BCC+Laves,CAST,other,20.0,,7.6,792.0,C,25.0,1647.0,1004.0,0.9,,,,,,
233,Fe1 Mo1 Nb1 Ti1 V1,BCC+B2,CAST,other,20.0,,7.4,699.0,C,25.0,1707.0,1004.0,1.7,,,,,,
234,Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,FCC,WROUGHT,FCC,20.0,,7.8,107.0,T,25.0,62.0,169.0,98.0,,16.6,200.0,,,
234,Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,FCC+L12,WROUGHT,other,20.0,,7.8,209.0,T,25.0,350.0,642.0,73.0,,47.0,,,,
234,Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,FCC+L12+Sec.,WROUGHT,other,20.0,,7.8,321.0,T,25.0,535.0,904.0,39.0,,35.2,,,,
234,Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,FCC+L12+Sec.,WROUGHT,other,20.0,,7.8,159.0,T,25.0,255.0,584.0,88.0,,51.4,,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,60.0,,9.9,476.0,,20.0,822.0,1004.0,,,88.9,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,40.0,822.0,1004.0,,,88.6,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,60.0,822.0,1004.0,,,88.4,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,80.0,822.0,1004.0,,,88.1,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,100.0,822.0,1004.0,,,87.9,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,120.0,822.0,1004.0,,,87.7,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,140.0,822.0,1004.0,,,87.5,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,160.0,822.0,1004.0,,,87.3,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,180.0,822.0,1004.0,,,87.1,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,200.0,822.0,1004.0,,,86.9,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,220.0,822.0,1004.0,,,86.7,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,240.0,822.0,1004.0,,,86.5,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,260.0,822.0,1004.0,,,86.3,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,280.0,822.0,1004.0,,,86.1,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,300.0,822.0,1004.0,,,85.8,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,320.0,822.0,1004.0,,,85.5,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,340.0,822.0,1004.0,,,85.2,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,360.0,822.0,1004.0,,,84.9,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,380.0,822.0,1004.0,,,84.5,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,400.0,822.0,1004.0,,,84.2,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,420.0,822.0,1004.0,,,83.8,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,440.0,822.0,1004.0,,,83.5,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,460.0,822.0,1004.0,,,83.1,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,480.0,822.0,1004.0,,,82.7,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,500.0,822.0,1004.0,,,82.3,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,520.0,822.0,1004.0,,,81.9,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,540.0,822.0,1004.0,,,81.6,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,560.0,822.0,1004.0,,,81.3,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,580.0,822.0,1004.0,,,81.0,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,600.0,822.0,1004.0,,,80.7,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,620.0,822.0,1004.0,,,80.4,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,640.0,822.0,1004.0,,,80.2,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,660.0,822.0,1004.0,,,80.0,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,680.0,822.0,1004.0,,,79.8,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,700.0,822.0,1004.0,,,79.6,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,720.0,822.0,1004.0,,,79.3,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,740.0,822.0,1004.0,,,79.0,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,760.0,822.0,1004.0,,,78.7,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,780.0,822.0,1004.0,,,78.4,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,800.0,822.0,1004.0,,,78.1,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,820.0,822.0,1004.0,,,77.7,107.0,,,
235,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,840.0,822.0,1004.0,,,77.4,107.0,,,
237,Co1 Cr1 Fe1 Ni1 Ti0.3,FCC,WROUGHT,FCC,90.0,,7.8,263.0,T,25.0,540.0,772.0,60.0,,,214.0,,,
237,Co1 Cr1 Fe1 Ni1 Ti0.3,FCC,WROUGHT,FCC,216.0,,7.8,185.0,,,822.0,1004.0,,,,214.0,,,
237,Co0.333 Cr0.667 Fe0.667 Ni1 Ti0.2,FCC,WROUGHT,FCC,263.0,,7.8,197.0,,,822.0,1004.0,,,,213.0,,,
237,Co0.333 Cr0.667 Fe0.667 Ni1 Ti0.2,FCC,WROUGHT,FCC,90.0,,7.8,308.0,T,25.0,586.0,875.0,46.0,,,213.0,,,
237,Cr0.5 Fe0.5 Ni1 Ti0.15,FCC,WROUGHT,FCC,90.0,,7.8,335.0,T,25.0,672.0,982.0,37.0,,,212.0,,,
237,Cr0.5 Fe0.5 Ni1 Ti0.15,FCC,WROUGHT,FCC,324.0,,7.8,204.0,,,822.0,1004.0,,,,212.0,,,
238,Nb1 Ta1 Ti1,BCC,WROUGHT,BCC,20.0,,10.0,476.0,C,20.0,573.0,1004.0,,,,136.0,100.0,5.0,
238,Nb1 Ta1 Ti1,BCC,WROUGHT,BCC,20.0,,10.0,476.0,C,100.0,486.0,1004.0,,,,136.0,100.0,5.0,
238,Nb1 Ta1 Ti1,BCC,WROUGHT,BCC,20.0,,10.0,476.0,C,200.0,378.0,1004.0,,,,136.0,100.0,5.0,
238,Nb1 Ta1 Ti1,BCC,WROUGHT,BCC,20.0,,10.0,476.0,C,300.0,314.0,1004.0,,,,136.0,100.0,5.0,
238,Nb1 Ta1 Ti1,BCC,WROUGHT,BCC,20.0,,10.0,476.0,C,400.0,232.0,1004.0,,,,136.0,100.0,5.0,
238,Nb1 Ta1 Ti1,BCC,WROUGHT,BCC,20.0,,10.0,476.0,C,600.0,222.0,1004.0,,,,136.0,100.0,5.0,
238,Nb1 Ta1 Ti1,BCC,WROUGHT,BCC,20.0,,10.0,476.0,C,800.0,210.0,1004.0,,,,136.0,100.0,5.0,
238,Nb1 Ta1 Ti1,BCC,WROUGHT,BCC,20.0,,10.0,476.0,C,1000.0,160.0,1004.0,,,,136.0,100.0,5.0,
238,Al1 Nb1 Ta1 Ti1,BCC,CAST,BCC,20.0,,8.2,476.0,C,20.0,1152.0,1004.0,,,,120.0,180.0,5.0,
238,Al1 Nb1 Ta1 Ti1,BCC,CAST,BCC,20.0,,8.2,476.0,C,200.0,740.0,1004.0,,,,120.0,180.0,5.0,
238,Al1 Nb1 Ta1 Ti1,BCC,CAST,BCC,20.0,,8.2,476.0,C,100.0,740.0,1004.0,,,,120.0,180.0,5.0,
238,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.0,476.0,C,20.0,1210.0,1004.0,,,,179.0,80.0,5.0,
238,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.0,476.0,C,60.0,1071.0,1004.0,,,,179.0,80.0,5.0,
238,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.0,476.0,C,100.0,1029.0,1004.0,,,,179.0,80.0,5.0,
238,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.0,476.0,C,200.0,868.0,1004.0,,,,179.0,80.0,5.0,
238,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.0,476.0,C,300.0,732.0,1004.0,,,,179.0,80.0,5.0,
238,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.0,476.0,C,400.0,685.0,1004.0,,,,179.0,80.0,5.0,
238,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.0,476.0,C,600.0,593.0,1004.0,,,,179.0,80.0,5.0,
238,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.0,476.0,C,800.0,564.0,1004.0,,,,179.0,80.0,5.0,
238,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.0,476.0,C,1000.0,539.0,1004.0,,,,179.0,80.0,5.0,
238,Nb1 Ta1 Ti1 W1,BCC,ANNEAL,BCC,20.0,,12.1,476.0,C,20.0,1054.0,1004.0,,,,198.0,90.0,5.0,
238,Nb1 Ta1 Ti1 W1,BCC,ANNEAL,BCC,20.0,,12.1,476.0,C,100.0,968.0,1004.0,,,,198.0,90.0,5.0,
238,Nb1 Ta1 Ti1 W1,BCC,ANNEAL,BCC,20.0,,12.1,476.0,C,200.0,869.0,1004.0,,,,198.0,90.0,5.0,
238,Nb1 Ta1 Ti1 W1,BCC,ANNEAL,BCC,20.0,,12.1,476.0,C,300.0,754.0,1004.0,,,,198.0,90.0,5.0,
238,Nb1 Ta1 Ti1 W1,BCC,ANNEAL,BCC,20.0,,12.1,476.0,C,400.0,627.0,1004.0,,,,198.0,90.0,5.0,
238,Nb1 Ta1 Ti1 W1,BCC,ANNEAL,BCC,20.0,,12.1,476.0,C,600.0,596.0,1004.0,,,,198.0,90.0,5.0,
238,Nb1 Ta1 Ti1 W1,BCC,ANNEAL,BCC,20.0,,12.1,476.0,C,800.0,564.0,1004.0,,,,198.0,90.0,5.0,
238,Nb1 Ta1 Ti1 W1,BCC,ANNEAL,BCC,20.0,,12.1,476.0,C,1000.0,459.0,1004.0,,,,198.0,90.0,5.0,
238,Hf1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.9,476.0,C,20.0,860.0,1004.0,,,,119.0,160.0,5.0,
238,Hf1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.9,476.0,C,20.0,834.0,1004.0,,,,119.0,160.0,5.0,
238,Hf1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.9,476.0,C,200.0,610.0,1004.0,,,,119.0,160.0,5.0,
238,Hf1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,20.0,,10.9,476.0,C,600.0,473.0,1004.0,,,,119.0,160.0,5.0,
238,Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,20.0,,7.6,476.0,C,20.0,1630.0,1004.0,,,,196.0,260.0,5.0,
238,Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,20.0,,7.6,476.0,C,200.0,1268.0,1004.0,,,,196.0,260.0,5.0,
238,Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,20.0,,7.6,476.0,C,400.0,1115.0,1004.0,,,,196.0,260.0,5.0,
238,Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,20.0,,7.6,476.0,C,600.0,1062.0,1004.0,,,,196.0,260.0,5.0,
238,Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,20.0,,7.6,476.0,C,800.0,1058.0,1004.0,,,,196.0,260.0,5.0,
238,Cr1 Mo1 Ta1 Ti1,BCC+Laves,ANNEAL,other,20.0,,9.9,476.0,C,20.0,1795.0,1004.0,,,,,200.0,5.0,
238,Cr1 Mo1 Ta1 Ti1,BCC+Laves,ANNEAL,other,20.0,,9.9,476.0,C,100.0,1506.0,1004.0,,,,,200.0,5.0,
238,Cr1 Mo1 Ta1 Ti1,BCC+Laves,ANNEAL,other,20.0,,9.9,476.0,C,200.0,1266.0,1004.0,,,,,200.0,5.0,
238,Cr1 Mo1 Ta1 Ti1,BCC+Laves,ANNEAL,other,20.0,,9.9,476.0,C,300.0,1183.0,1004.0,,,,,200.0,5.0,
238,Cr1 Mo1 Ta1 Ti1,BCC+Laves,ANNEAL,other,20.0,,9.9,476.0,C,400.0,1175.0,1004.0,,,,,200.0,5.0,
238,Cr1 Mo1 Ta1 Ti1,BCC+Laves,ANNEAL,other,20.0,,9.9,476.0,C,600.0,1162.0,1004.0,,,,,200.0,5.0,
238,Cr1 Mo1 Ta1 Ti1,BCC+Laves,ANNEAL,other,20.0,,9.9,476.0,C,800.0,1162.0,1004.0,,,,,200.0,5.0,
238,Cr1 Mo1 Ta1 Ti1,BCC+Laves,ANNEAL,other,20.0,,9.9,476.0,C,1000.0,1159.0,1004.0,,,,,200.0,5.0,
239,Hf0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.5,338.3,C,25.0,1160.0,1004.0,50.0,,,100.0,,,
239,Hf0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.5,338.3,C,600.0,405.0,1004.0,50.0,,,100.0,,,
239,Hf0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.5,338.3,C,800.0,85.0,1004.0,50.0,,,100.0,,,
239,Hf0.25 Nb0.125 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.6,332.4,C,25.0,1115.0,1004.0,50.0,,,100.0,,,
239,Hf0.25 Nb0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.7,322.5,C,25.0,1065.0,1004.0,50.0,,,100.0,,,
239,Hf0.25 Nb0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.7,322.5,C,600.0,718.0,1004.0,50.0,,,100.0,,,
239,Hf0.25 Nb0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.7,322.5,C,800.0,135.0,1004.0,50.0,,,100.0,,,
239,Hf0.25 Nb0.375 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.8,318.9,C,25.0,1025.0,1004.0,50.0,,,100.0,,,
239,Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.9,310.4,C,25.0,980.0,1004.0,50.0,,,101.0,,,
239,Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.9,310.4,C,600.0,859.0,1004.0,50.0,,,101.0,,,
239,Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,20.0,,6.9,310.4,C,800.0,195.0,1004.0,50.0,,,101.0,,,
240,Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,20.0,,8.1,398.0,T,25.0,1190.0,1300.0,4.3,,,,,,
240,Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,1.4,,8.1,367.0,T,25.0,1170.0,1270.0,10.7,,,,,,
