IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,Grain_Size,PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),Hardness,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),Yield_Strength,Tensile_Strength,PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm)
182,Al0.545 Cr0.545 Fe0.515 Ni1 Ti0.273,BCC+B2+L12,ANNEAL,other,20.0,,6.4,476.0,C,25.0,822.0,1004.0,19.8,,,,,,
181,Cr1 Fe1 Ni1 V0.5 W1,FCC+BCC+Sec.,CAST,other,20.0,,10.9,476.0,C,25.0,822.0,1004.0,7.3,,,,,,
169,Al0.515 Cr0.515 Cu0.515 Fe0.515 Ni1,FCC+BCC+B2,CAST,other,20.0,,7.1,476.0,C,25.0,822.0,1004.0,30.0,,,,,,
202,Co1 Cr1 Fe1 Mn1 Ni1,FCC,ANNEAL,FCC,20.0,,8.0,476.0,C,25.0,230.0,1004.0,75.0,,,220.0,,,
202,Co1 Cr1 Fe1 Mn1 Ni1 V0.263,FCC+Sec.,ANNEAL,other,20.0,,7.9,476.0,C,25.0,200.0,1004.0,75.0,,,,,,
202,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,FCC+Sec.,ANNEAL,other,20.0,,7.8,476.0,C,25.0,620.0,1004.0,75.0,,,,,,
202,Co1 Cr1 Fe1 Mn1 Ni1 V0.765,FCC+Sec.,ANNEAL,other,20.0,,7.7,476.0,C,25.0,780.0,1004.0,8.0,,,,,,
202,Co1 Cr1 Fe1 Mn1 Ni1 V1,FCC+Sec.,ANNEAL,other,20.0,,7.7,476.0,C,25.0,1700.0,1004.0,1.0,,,,,,
170,Al0.304 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,20.0,,7.6,476.0,C,25.0,822.0,1004.0,25.0,,,210.0,,,
171,Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,20.0,,8.2,476.0,C,25.0,822.0,1004.0,83.0,,,226.0,,,
192,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,FCC+B2,CAST,other,20.0,,7.0,476.0,T,25.0,545.0,1030.0,16.5,,,,,,
192,Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,FCC+B2,CAST,other,20.0,,7.1,476.0,T,25.0,545.0,1050.0,16.5,,,,,,
192,Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,FCC+B2,CAST,other,20.0,,7.1,476.0,T,25.0,545.0,1110.0,20.0,,,,,,
194,Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,719.0,1048.0,30.0,,,209.0,,,
194,Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,FCC+L12,WROUGHT,other,20.0,,8.0,476.0,T,25.0,460.0,732.0,32.0,,,,,,
200,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,Other,CAST,other,20.0,,7.7,476.0,T,25.0,357.0,459.0,9.0,,,,,,
200,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,Other,ANNEAL,other,20.0,,7.7,476.0,T,25.0,365.0,365.0,0.1,,,,,,
200,Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,FCC+L12,ANNEAL,other,20.0,,7.7,476.0,T,25.0,215.0,489.0,39.0,,,,,,
172,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,WROUGHT,other,20.0,,7.6,476.0,T,25.0,1284.0,1344.0,7.6,,,,,,
173,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,7.6,476.0,T,25.0,1290.0,1400.0,5.0,,,189.0,,,
173,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,WROUGHT,other,20.0,,7.6,476.0,T,25.0,650.0,790.0,27.0,,,,,,
180,Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,CAST,other,20.0,,7.1,476.0,T,25.0,790.0,790.0,0.2,,,,,,
180,Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,WROUGHT,other,20.0,,7.1,476.0,T,25.0,1040.0,1170.0,1.0,,,,,,
190,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC+Sec.,OTHER,other,20.0,,6.7,476.0,T,700.0,295.0,393.0,12.0,,,,,,
180,Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,CAST,other,20.0,,7.1,476.0,T,700.0,350.0,360.0,5.0,,,,,,
180,Al1 Co1 Cr1 Cu1 Fe1 Ni1,BCC+Sec.,WROUGHT,other,20.0,,7.1,476.0,T,700.0,63.0,91.0,63.0,,,,,,
173,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,7.6,476.0,T,700.0,180.0,185.0,5.0,,,189.0,,,
173,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,Other,WROUGHT,other,20.0,,7.6,476.0,T,700.0,160.0,180.0,12.0,,,,,,
214,Co1 Cr1 Fe1 Ni1 Ti0.2,FCC,WROUGHT,FCC,51.0,,7.9,476.0,T,25.0,700.0,1240.0,36.0,,,218.0,,,
214,Co1 Cr1 Fe1 Ni1 Ti0.2,FCC,WROUGHT,FCC,20.0,,7.9,476.0,T,-196.0,860.0,1580.0,46.0,,,218.0,,,
222,Al0.1 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,1198.0,1004.0,1.5,,,220.0,,,
222,Al0.1 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,1403.0,1004.0,1.2,,,220.0,,,
222,Al0.1 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,711.0,928.0,30.3,,,220.0,,,
222,Al0.1 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,7.0,,8.0,476.0,T,25.0,356.0,1004.0,42.4,,,220.0,,,
236,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.5,,8.0,476.0,T,25.0,1120.0,1004.0,1.1,,,220.0,,,
236,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,-196.0,1692.0,1004.0,10.3,,,220.0,,,
245,Al0.5 Cr0.5 Fe0.5 Ni1,FCC+BCC+B2,CAST,other,20.0,,6.7,476.0,T,25.0,774.0,1357.0,6.4,,,,,,
245,Al0.429 Cr0.476 Fe0.476 Ni1,FCC+BCC+B2,CAST,other,20.0,,6.9,476.0,T,25.0,610.0,1173.0,9.1,,,,,,
245,Al0.364 Cr0.455 Fe0.455 Ni1,FCC+BCC+B2,CAST,other,20.0,,7.0,476.0,T,25.0,479.0,956.0,12.7,,,,,,
245,Al0.304 Cr0.435 Fe0.435 Ni1,FCC+BCC+B2,CAST,other,20.0,,7.2,476.0,T,25.0,461.0,835.0,30.0,,,,,,
245,Al0.25 Cr0.417 Fe0.417 Ni1,FCC,CAST,FCC,20.0,,7.3,476.0,T,25.0,441.0,757.0,45.0,,,196.0,,,
98,Co1 Cr1 Ni1,FCC,WROUGHT,FCC,1.6,,8.3,468.0,T,25.0,1100.0,1004.0,23.0,,,231.0,,,
98,Co1 Cr1 Ni1,FCC,WROUGHT,FCC,2.3,,8.3,326.0,T,25.0,597.0,1004.0,53.0,,,231.0,,,
98,Co1 Cr1 Ni1,FCC,WROUGHT,FCC,24.0,,8.3,223.0,T,25.0,346.0,1004.0,76.0,,,231.0,,,
105,Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,WROUGHT,other,20.0,,7.1,476.0,T,25.0,1263.0,1004.0,21.4,,,,,,
105,Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,WROUGHT,other,20.0,,7.1,476.0,T,25.0,1154.0,1004.0,25.0,,,,,,
105,Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,WROUGHT,other,20.0,,7.1,476.0,T,25.0,1490.0,1004.0,16.0,,,,,,
115,Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,FCC,20.0,,8.0,130.2,C,25.0,210.0,1004.0,57.0,,,220.0,,,
115,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,394.1,C,25.0,1150.0,1004.0,6.0,,,220.0,,,
115,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,430.7,C,25.0,1300.0,1004.0,0.7,,,220.0,,,
125,Nb1 Ta1 Ti1 V1,BCC,POWDER,BCC,24.0,,9.2,427.9,C,25.0,1108.0,1004.0,28.3,,,134.0,,,
125,Nb1 Ta1 Ti1 V1,BCC,POWDER,BCC,30.0,,9.2,444.3,C,25.0,1308.0,1004.0,27.9,,,134.0,,,
125,Nb1 Ta1 Ti1 V1,BCC,POWDER,BCC,38.0,,9.2,510.9,C,25.0,1373.0,1004.0,29.5,,,134.0,4800.0,,1900.0
135,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,30.0,,8.0,476.0,T,25.0,300.0,676.0,52.0,,,220.0,,,
135,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.65,,8.0,476.0,T,25.0,800.0,888.0,39.5,,,220.0,,,
136,Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,0.4,,8.0,415.0,C,25.0,1314.0,1004.0,,20.3,,,,,
136,Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,20.0,,7.9,432.0,C,25.0,1631.0,1004.0,,12.6,,,,,
136,Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,0.2,,7.6,511.0,C,25.0,1836.0,1004.0,,4.9,,,,,
136,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,20.0,,7.4,553.0,C,25.0,1932.0,1004.0,,3.8,,,,,
136,Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,0.2,,7.1,622.0,C,25.0,2230.0,1004.0,,1.69,,,,,
136,Al1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,CAST,other,20.0,,6.8,684.0,C,25.0,822.0,1004.0,,0.0,,,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.2,476.0,T,20.0,446.0,664.0,63.0,,189.0,226.0,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.2,476.0,T,-73.0,488.0,790.0,72.0,,194.0,226.0,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.2,476.0,T,-196.0,590.0,1070.0,78.0,,204.0,226.0,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.2,476.0,T,-223.0,822.0,1152.0,68.6,,,226.0,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.2,476.0,T,-253.0,822.0,1240.0,62.0,,,226.0,,,
137,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,8.2,476.0,T,-268.8,680.0,1251.0,61.6,,221.0,226.0,,,
138,Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,20.0,,8.2,94.7,,,822.0,1004.0,,,,226.0,,,
138,Al0.3 Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,20.0,,7.6,117.0,,,822.0,1004.0,,,,210.0,,,
138,Al0.6 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,CAST,other,20.0,,7.2,228.0,,,822.0,1004.0,,,,,,,
138,Al0.9 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,CAST,other,20.0,,6.8,511.0,,,822.0,1004.0,,,,,,,
138,Al0.9 Co1 Cr1 Fe1 Ni1 Ti0.5,BCC+B2+Sec.,CAST,other,20.0,,6.5,623.0,,,822.0,1004.0,,,,,,,
139,Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,FCC,20.0,,8.0,476.0,C,25.0,216.0,1004.0,,,,220.0,,,
139,Co1 Cr1 Fe1 Mn1 Mo0.042 Ni1,FCC,CAST,FCC,20.0,,8.1,476.0,C,25.0,225.0,1004.0,,,,221.0,,,
139,Co1 Cr1 Fe1 Mn1 Mo0.087 Ni1,FCC+Sec.,CAST,other,20.0,,8.1,476.0,C,25.0,330.0,1004.0,,,,,,,
139,Co1 Cr1 Fe1 Mn1 Mo0.136 Ni1,FCC+Sec.,CAST,other,20.0,,8.1,476.0,C,25.0,560.0,1004.0,,,,,,,
139,Co1 Cr1 Fe1 Mn1 Mo0.19 Ni1,FCC+Sec.,CAST,other,20.0,,8.1,476.0,C,25.0,765.0,1004.0,,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,WROUGHT,other,20.0,,7.6,476.0,T,25.0,143.0,400.0,65.0,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,WROUGHT,other,20.0,,7.6,476.0,T,25.0,471.0,850.0,45.0,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,WROUGHT,other,20.0,,7.6,476.0,T,25.0,841.0,1050.0,35.0,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,WROUGHT,other,20.0,,7.6,476.0,T,25.0,161.0,1650.0,7.0,,,,,,
141,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,WROUGHT,other,20.0,,7.6,476.0,T,25.0,187.0,1850.0,5.0,,,,,,
142,Al1 Co1 Cr1 Ni1,BCC+B2,CAST,other,20.0,,6.4,1183.0,C,25.0,1750.0,1004.0,16.7,,,,,,
143,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,7.9,,8.0,476.0,T,25.0,378.7,700.1,54.0,,,220.0,,,
143,C0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,4.7,,7.6,476.0,T,25.0,520.9,791.4,40.3,,,,,,36380.0
143,C1 Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,3.5,,7.3,476.0,T,25.0,643.8,887.6,31.9,,,,,,30300.0
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,20.0,,8.6,476.0,T,25.0,822.0,1004.0,8.0,,,231.0,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,0.7,,8.6,476.0,T,25.0,822.0,1004.0,14.0,,,231.0,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,0.8,,8.6,476.0,T,25.0,1100.0,1300.0,32.0,,,231.0,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,1.2,,8.6,476.0,T,25.0,950.0,1004.0,36.0,,,231.0,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,3.2,,8.6,476.0,T,25.0,649.0,1004.0,42.0,,,231.0,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,18.2,,8.6,476.0,T,25.0,439.0,1004.0,63.0,,,231.0,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,94.1,,8.6,476.0,T,25.0,309.0,1004.0,82.0,,,231.0,,,
145,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,386.2,666.3,57.5,,,220.0,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,CAST,other,20.0,,8.1,476.0,T,25.0,628.0,950.0,14.5,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,20.0,,8.1,476.0,T,25.0,545.0,690.0,5.0,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,20.0,,8.1,476.0,T,25.0,534.0,682.0,5.2,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,20.0,,8.1,476.0,T,25.0,525.0,680.0,4.3,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,20.0,,8.1,476.0,T,25.0,517.0,677.0,4.6,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,20.0,,8.1,476.0,T,25.0,502.0,671.0,4.9,,,,,,
147,Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,0.54,,11.7,1072.0,C,25.0,822.0,1004.0,,,,,7946.0,,
147,Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,1.24,,11.7,1010.0,C,25.0,3416.0,1004.0,,5.3,,,7946.0,,
147,Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,5.01,,11.7,991.3,C,25.0,3410.0,1004.0,,2.0,,,7946.0,,
147,Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,10.8,,11.7,988.3,C,25.0,3338.0,1004.0,,1.9,,,7946.0,,
148,Cr1 Mo1 Nb1 Ta1 V1 W1,,CAST,other,20.0,,11.7,704.6,C,25.0,822.0,1004.0,,,,,,,
149,Co1 Cr1 Cu1 Fe1 Ni1,FCC+B2,CAST,other,20.0,,8.3,160.0,,,822.0,1004.0,,,,,,,
149,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,20.0,,7.6,160.0,,,822.0,1004.0,,,,189.0,,,
149,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,other,20.0,,7.1,458.0,,,822.0,1004.0,,,,,,,
149,Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667 Ni0.667,FCC+BCC,CAST,other,20.0,,6.6,498.0,,,822.0,1004.0,,,,,,,
149,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,FCC+BCC,CAST,other,20.0,,6.3,560.0,,,822.0,1004.0,,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,2.0,,7.8,476.0,T,25.0,991.0,1359.0,38.0,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,5.6,,7.8,476.0,T,25.0,767.0,1224.0,46.0,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,18.7,,7.8,476.0,T,25.0,602.0,1123.0,51.0,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,27.8,,7.8,476.0,T,25.0,517.0,1049.0,55.0,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,122.2,,7.8,476.0,T,25.0,461.0,886.0,58.0,,,,,,
152,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,WROUGHT,other,20.0,,7.6,476.0,T,25.0,840.0,1039.0,32.0,,,,,,
152,Al0.3 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,20.0,,7.6,476.0,T,25.0,159.0,410.0,65.0,,,210.0,,,
153,Al0.544 C0.001 Co0.69 Fe1 Ni0.69,B2+L12,CAST,other,20.0,,7.0,476.0,C,25.0,1202.0,1004.0,32.6,,,,,,11067.0
154,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,9.9,476.0,,,822.0,1004.0,,,,107.0,,,
155,Co0.5 Cr0.5 Fe1 Ni1,FCC,WROUGHT,FCC,14.9,,8.2,476.0,T,25.0,214.0,612.0,77.3,,,219.0,,,
155,Co0.875 Cr0.625 Fe1 Ni1,FCC,WROUGHT,FCC,11.6,,8.3,476.0,T,25.0,241.0,721.0,96.2,,,220.0,,,
155,Co1 Cr0.556 Fe0.667 Ni0.667,FCC,WROUGHT,FCC,10.5,,8.3,476.0,T,25.0,299.0,841.0,76.1,,,222.0,,,
155,Co1 Cr0.455 Fe0.364 Ni0.364,FCC+HCP,WROUGHT,other,5.6,,8.3,476.0,T,25.0,392.0,746.0,20.3,,,,,,
155,Co1 Cr0.385 Fe0.154 Ni0.154,FCC+HCP,WROUGHT,other,6.2,,8.4,476.0,T,25.0,482.0,857.0,13.3,,,,,,
156,Hf1 Nb1 Ti1 Zr1,BCC,WROUGHT,BCC,20.0,,8.4,476.0,,,822.0,1004.0,,,69.7,89.0,,,
157,Co1 Cr1 Fe1 Mn1 Ni1,,,other,20.0,,8.0,476.0,,,822.0,1004.0,,,202.0,,,,
158,Co1 Cr1 Fe1 Mn1 Ni1,,,other,20.0,,8.0,476.0,,,822.0,1004.0,,,202.2,,,,
159,Co1 Cr1 Fe1 Ni1,,,other,20.0,,8.2,476.0,,,822.0,1004.0,,,204.0,,,,
160,Co1 Fe1 Ni1,,,other,20.0,,8.5,476.0,,,822.0,1004.0,,,174.0,,,,
161,Co1 Cr1 Ni1,,,other,20.0,,8.3,476.0,,,822.0,1004.0,,,222.0,,,,
162,Co1 Cr1 Ni1,,,other,20.0,,8.3,476.0,,,822.0,1004.0,,,229.0,,,,
160,Co1 Cr1 Ni1,,,other,20.0,,8.3,476.0,,,822.0,1004.0,,,234.0,,,,
163,Al1 Co0.5 Cr1 Fe0.147 Ni0.294,,,other,20.0,,5.7,699.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.298 Cr0.319 Cu0.106 Fe0.277 Ni0.128,,,other,20.0,,5.1,728.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,,,other,20.0,,5.6,604.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.278 Cr0.861 Cu0.167 Fe0.25 Ni0.222,,,other,20.0,,5.6,790.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.395 Cr0.349 Fe0.326 Ni0.256,,,other,20.0,,5.3,806.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.255 Cr0.255 Cu0.106 Fe0.277 Ni0.234,,,other,20.0,,5.1,811.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.442 Cr0.442 Fe0.256 Ni0.186,,,other,20.0,,5.3,855.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.256 Cr0.795 Cu0.128 Fe0.205 Ni0.179,,,other,20.0,,5.4,802.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.277 Cr0.277 Cu0.106 Fe0.255 Ni0.213,,,other,20.0,,5.1,799.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.465 Cr0.512 Fe0.186 Ni0.163,,,other,20.0,,5.3,857.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.298 Cr0.404 Cu0.106 Fe0.213 Ni0.106,,,other,20.0,,5.1,855.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.465 Cr0.442 Fe0.209 Ni0.209,,,other,20.0,,5.3,816.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.304 Cr0.5 Cu0.109 Fe0.152 Ni0.109,,,other,20.0,,5.1,811.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.318 Cr0.5 Cu0.114 Fe0.205 Ni0.136,,,other,20.0,,5.2,790.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.442 Cr0.558 Fe0.186 Ni0.14,,,other,20.0,,5.2,855.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.419 Cr0.558 Fe0.233 Ni0.116,,,other,20.0,,5.2,856.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.298 Cr0.426 Cu0.106 Fe0.191 Ni0.106,,,other,20.0,,5.1,859.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.558 Cr0.512 Fe0.116 Ni0.14,,,other,20.0,,5.3,875.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,,,other,20.0,,5.3,865.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,,,other,20.0,,5.3,868.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.535 Cr0.488 Fe0.186 Ni0.116,,,other,20.0,,5.3,863.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.255 Cr0.426 Cu0.106 Fe0.234 Ni0.106,,,other,20.0,,5.0,843.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,,,other,20.0,,5.3,794.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.238 Cr0.714 Cu0.119 Fe0.167 Ni0.143,,,other,20.0,,5.2,783.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,,,other,20.0,,5.0,797.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.277 Cr0.426 Cu0.106 Fe0.213 Ni0.106,,,other,20.0,,5.0,805.0,,,822.0,1004.0,,,,,,,
163,Al0.853 Co0.647 Cr1 Fe0.147 Ni0.294,,,other,20.0,,6.0,699.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,,,other,20.0,,5.1,749.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.326 Cr0.488 Cu0.116 Fe0.279 Ni0.116,,,other,20.0,,5.3,828.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.383 Cr0.319 Cu0.106 Fe0.213 Ni0.106,,,other,20.0,,5.1,849.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.426 Cr0.383 Cu0.106 Fe0.106 Ni0.106,BCC+B2,,other,20.0,,5.1,883.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.419 Cr0.465 Fe0.279 Ni0.163,,,other,20.0,,5.3,864.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.362 Cr0.34 Cu0.106 Fe0.213 Ni0.106,,,other,20.0,,5.1,841.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.457 Cr0.391 Cu0.109 Fe0.109 Ni0.109,,,other,20.0,,5.2,840.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.512 Cr0.512 Fe0.186 Ni0.116,,,other,20.0,,5.3,882.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.512 Cr0.535 Fe0.163 Ni0.116,BCC+B2,,other,20.0,,5.3,883.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.465 Cr0.488 Fe0.209 Ni0.163,,,other,20.0,,5.3,828.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,,,other,20.0,,5.2,848.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.404 Cr0.404 Cu0.106 Fe0.106 Ni0.106,,,other,20.0,,5.1,878.0,,,822.0,1004.0,,,,,,,
163,Al1 Co0.674 Cr0.419 Fe0.116 Ni0.116,,,other,20.0,,5.3,782.0,,,822.0,1004.0,,,,,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,BCC,WROUGHT,BCC,20.0,,8.0,476.0,T,25.0,1290.0,1415.0,1.1,,,220.0,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC+BCC+Sec.,WROUGHT,other,1.3,,8.0,476.0,T,25.0,1135.0,1260.0,1.8,,,,,,
